127.0.0.1 - - [13/Aug/2024:12:11:16 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:19:38 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 394
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:20:26 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 420
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:22:15 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 636
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:22:49 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 680
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:23:26 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 699
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:24:50 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 728
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:25:18 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 726
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:27:15 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:27:35 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 751
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:27:52 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 735
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:30:47 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 730
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:33:30 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 735
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:41:08 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 1157
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:41:50 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:41:53 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:41:58 +0900] "GET /CSS/05_cssPositioning/exam08_Blank.html HTTP/1.1" 200 1209
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:45:51 +0900] "GET /CSS/05_cssPositioning/exam09_Overflow.html HTTP/1.1" 200 691
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:46:41 +0900] "GET /CSS/05_cssPositioning/exam09_Overflow.html HTTP/1.1" 200 706
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:47:23 +0900] "GET /CSS/05_cssPositioning/exam09_Overflow.html HTTP/1.1" 200 696
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:48:39 +0900] "GET /CSS/05_cssPositioning/exam09_Overflow.html HTTP/1.1" 200 817
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:49:40 +0900] "GET /CSS/05_cssPositioning/exam09_Overflow.html HTTP/1.1" 200 852
0:0:0:0:0:0:0:1 - - [13/Aug/2024:14:50:26 +0900] "GET /CSS/05_cssPositioning/exam09_Overflow.html HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:05:26 +0900] "GET /CSS/05_cssPositioning/exam10_.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:08:15 +0900] "GET /CSS/05_cssPositioning/exam10_.html HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:08:15 +0900] "GET /CSS/image/img1.gif HTTP/1.1" 200 85664
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:09:04 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 208
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:12:37 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 669
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:13:13 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 693
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:14:19 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 785
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:14:36 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 811
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:15:06 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 829
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:16:32 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 879
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:16:43 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 884
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:18:06 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 940
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:21:02 +0900] "GET /CSS/05_cssPositioning/exam10_Trans.html HTTP/1.1" 200 1070
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:21:30 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:24:12 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 358
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:25:37 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 433
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:26:24 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 500
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:27:50 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 552
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:29:03 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 625
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:29:55 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 200 696
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:30:50 +0900] "GET /CSS/06_css/exam01_.html HTTP/1.1" 404 838
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:30:53 +0900] "GET /CSS/06_css/exam01_menubar.html HTTP/1.1" 200 752
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:32:13 +0900] "GET /CSS/06_css/exam02_.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:33:54 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 291
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:37:07 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 610
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:38:07 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 670
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:39:04 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 750
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:40:21 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 869
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:41:08 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 931
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:43:04 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 1086
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:44:04 +0900] "GET /CSS/06_css/exam02_sungjuk.html HTTP/1.1" 200 1129
0:0:0:0:0:0:0:1 - - [13/Aug/2024:15:55:30 +0900] "GET /CSS/06_cssObject/exam03_.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:01:22 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 578
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:02:28 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 647
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:02:37 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 648
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:03:34 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 733
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:05:19 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 777
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:05:22 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:06:50 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 878
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:08:55 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 200 957
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:09:22 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html? HTTP/1.1" 200 957
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:09:25 +0900] "GET /CSS/06_cssObject/exam03_CONTACT_US.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:18:25 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 126
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:25:04 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 1197
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:29:15 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 1250
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:29:15 +0900] "GET /CSS/img/SuVack.png HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:29:43 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 1261
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:29:43 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 200 704231
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:32:23 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 1394
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:32:23 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:32:56 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 1404
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:32:56 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:33:15 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 1419
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:38:12 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 2969
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:38:12 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:38:12 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 200 367702
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:38:12 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 200 562300
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:38:12 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 200 106016
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:38:19 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:39:00 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 2990
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:39:00 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:39:00 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:39:00 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:43:31 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 4047
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:43:31 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:43:31 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:43:31 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:43:31 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:45:14 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:45:14 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:45:14 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:45:14 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:45:14 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:49:35 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 4673
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:49:35 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:49:35 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:49:35 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:49:35 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:50:08 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 4715
0:0:0:0:0:0:0:1 - - [13/Aug/2024:16:50:59 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 4689
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:01:58 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 4708
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:01:58 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:01:58 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:01:58 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:01:58 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:02:23 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 4737
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:02:43 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 6336
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:06:38 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 5775
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:06:38 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:06:38 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:06:38 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:06:38 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:10:01 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 6905
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:10:01 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:10:01 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:10:01 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:14:04 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 7320
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:14:04 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:14:04 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:14:04 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:14:04 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:17:20 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 7323
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:18:50 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8819
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:18:50 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:18:50 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:18:50 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:18:50 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:19:12 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8853
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:19:33 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:20:38 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8872
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:20:56 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8879
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:21:04 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8874
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:21:56 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8906
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:22:30 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8896
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 10412
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice/icon-facebook.png HTTP/1.1" 404 845
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice/icon-instagram.png HTTP/1.1" 404 846
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice/icon-youtube.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:26:22 +0900] "GET /CSS/practice/icon-twitter.png HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:27:12 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 8896
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:31:17 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 9455
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:35:16 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 10463
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:35:16 +0900] "GET /CSS/practice_image/SuVack.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:35:16 +0900] "GET /CSS/practice_image/SuVackSonZil.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:35:16 +0900] "GET /CSS/practice_image/SuVackAid.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:35:16 +0900] "GET /CSS/practice_image/SuVackBox.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:36:06 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 10506
0:0:0:0:0:0:0:1 - - [13/Aug/2024:17:47:14 +0900] "GET /CSS/practice/practice05_Site.html HTTP/1.1" 200 10512
